 L.A. County rental listings 6-16-2025,Prop Subtype,St #,Address,City,Zip,BR,Baths(FTHQ),Other Deposit,Pet Deposit,Key Deposit,OLP,Security Deposit,LP,SqFt,LP $/SqFt,YB,# Prking Spaces,Laundry,Pets,Lease Terms,Furnished,Seller's Agent 1 Cell,Lot Sz
CV25136736MR,Condominium,631,631  W Foothill BLVD #25,GLENDORA,91741,3,4.00 (2 1 1 0),,$0.00,100,"$4,300","$5,800","$4,300","1,780",$2.42,2017,2,In Closet,No,1-Year,Unfurnished,626-824-5904,"56,747"
SB25139422MR,Townhouse,3715,3715   Emerald ST #H,TORRANCE,90503,3,3.00 (1 1 1 0),,$0.00,100,"$4,300","$6,450","$4,300","1,220",$3.52,1987,2,Garage,No,1-Year,Unfurnished,310-896-6451,"54,017"
PW25139628MR,Single Family,15246,15246   Carnell ST ,WHITTIER,90603,3,2.00 (2 0 0 0),,$0.00,,"$4,300","$4,300","$4,300","1,718",$2.50,1952,2,Inside,,1-Year,Unfurnished,5627545417,"6,215"
25555331,,811,811   6th St #304,Santa Monica,90403,1,1.00 (1 0 0 0),,,,"$4,325","$4,325","$4,325",900,$4.81,1972,1,In Unit,Call,"1+Year,Negotiable",Unfurnished,310-717-8680,"15,008"
25555207,,4236,4236   Ensenada Dr ,Woodland Hills,91364,4,2.00 (2 0 0 0),,,,"$4,350","$8,700","$4,350","2,435",$1.79,1967,2,Laundry Area,Call,"1+Year,1-Year,12 Months",Unfurnished,310-966-0643,"6,825"
25553129,,1024,1024   Coronado Ter ,Los Angeles,90026,2,2.00 (1 0 1 0),,,,"$4,350","$4,350","$4,350","1,850",$2.35,1923,1,In Unit,Call,1+Year,Unfurnished,310-721-2354,"7,656"
WS25138728MR,Apartment,1352,1352   Euclid AVE #1/2,LONG BEACH,90804,4,3.00 (3 0 0 0),,$0.00,100,"$4,350","$4,350","$4,350","2,148",$2.03,1910,2,Inside,No,1-Year,Unfurnished,626-400-0084,"2,148"
25554003,,2919,2919   Burnside Ave #A,Los Angeles,90016,4,4.00 (4 0 0 0),,,,"$4,370","$4,995","$4,370","1,840",$2.38,2025,2,"In Closet,Laundry Closet Stacked,In Unit",Yes,"1+Year,1-Year,12 Months",Unfurnished,310-923-1550,"9,283"
SB25139679MR,Condominium,5506,5506  W 149th PL #10,HAWTHORNE,90250,2,2.00 (2 0 0 0),,$0.00,,"$4,394","$8,000","$4,394","1,000",$4.39,2006,2,"In Closet,Inside,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,Unfurnished,310-422-3810,"22,512"
25555429,,3949,3949   Los Feliz Blvd #209,Los Angeles,90027,4,2.00 (2 0 0 0),,,,"$4,395","$4,395","$4,395","1,200",$3.66,1972,2,Community,Call,"1+Year,Negotiable",Unfurnished,310-717-8680,"35,766"
25555441,,3949,3949   Los Feliz Blvd #307,Los Angeles,90027,1,1.00 (1 0 0 0),,,,"$4,395","$2,595","$4,395",880,$4.99,1972,1,"Community,Laundry Area",Call,"1+Year,Negotiable",Unfurnished,310-717-8680,"35,766"
SR25138891MR,Single Family,25707,25707   Elliot CT ,STEVENSON RANCH,91381,3,3.00 (3 0 0 0),,$500.00,,"$4,399","$4,399","$4,399","1,854",$2.37,1990,2,"Gas Dryer Hookup,Washer Hookup",,1-Year,Unfurnished,661-310-5458,"104,125"
SR25137104MR,Condominium,1230,1230   Horn AVE #101,WEST HOLLYWOOD,90069,2,2.00 (2 0 0 0),,$150.00,125,"$4,400","$3,000","$4,400","1,297",$3.39,1974,2,Inside,,1-Year,Unfurnished,818-419-8212,"71,319"
PV25136750MR,Condominium,240,240   The Village  #108,REDONDO BEACH,90277,1,1.00 (1 0 0 0),,$0.00,,"$4,400","$4,400","$4,400",911,$4.83,1978,2,Community,,"1-Year,Month-to-Month,Negotiable,Other",Furnished,310-872-8389,"146,629"
25554959,Apartment,1439,1439   Rexford Dr #2,Los Angeles,90035,3,2.00 (2 0 0 0),,,,"$4,400","$4,000","$4,400","1,600",$2.75,1958,2,Community,No,1+Year,Unfurnished,424-599-2859,"6,500"
25554067,,100,100  S Orlando Ave #303,Los Angeles,90048,3,3.00 (3 0 0 0),,,,"$4,495","$4,495","$4,495","1,245",$3.61,2018,2,In Unit,Yes,1-Year,Unfurnished,310-473-3000,"18,588"
25555781,Apartment,525,525  N Wilton Pl #202,Los Angeles,90004,2,2.00 (2 0 0 0),,$500.00,,"$4,495","$2,000","$4,495","1,286",$3.50,2020,2,In Unit,Call,1-Year,Unfurnished,833-525-3273,"5,984"
AR25137083MR,Townhouse,340,340  S Orange AVE #B,MONTEREY PARK,91755,4,3.00 (3 0 0 0),,$0.00,30,"$4,500","$10,000","$4,500","2,175",$2.07,2001,3,"Dryer,Dryer Included,Washer,Washer Included",No,"1+Year,1-Year",Unfurnished,626-230-9655,"43,146"
GD25137517IT,Single Family,132,132   Mountain Ave ,MONTEBELLO,90640,3,2.00 (2 0 0 0),,$0.00,,"$4,500","$4,500","$4,500","1,793",$2.51,1948,0,"Dryer,Dryer Included,Washer,Washer Included",Yes,1-Year,Furnished,,"5,883"
OC25141037MR,Townhouse,4559,4559   Pickford St ST #4559 1/2,LOS ANGELES,90019,4,4.00 (4 0 0 0),,$500.00,,"$4,500","$4,600","$4,500","2,210",$2.04,2020,2,"Dryer,Dryer Included,On Upper Level,Other,Washer,Washer Included",,1-Year,Unfurnished,949-413-7911,"7,002"
25554513,,9115,9115  S Hobart Blvd ,Los Angeles,90047,3,2.00 (2 0 0 0),,,,"$4,500","$4,500","$4,500","1,268",$3.55,1936,2,Laundry Area,Yes,1+Year,Unfurnished,323-872-6319,"5,628"
25554483,,6531,6531   Ruffner Ave ,Lake Balboa,91406,3,2.00 (2 0 0 0),,,,"$4,500","$2,250","$4,500","1,350",$3.33,1950,2,Inside,Yes,1+Year,Unfurnished,323-481-7353,"5,944"
25555023,,2125,2125  S Rimpau Blvd ,Los Angeles,90016,4,3.00 (3 0 0 0),,,,"$4,500","$4,500","$4,500","1,500",$3,2019,0,"Inside,In Unit,Laundry Area",Yes,"1+Year,1-Year,12 Months,24 Months",Unfurnished,310-467-7051,"6,000"
PV25136224MR,Condominium,32679,32679   Seagate DR #302,RANCHO PALOS VERDES,90275,2,2.00 (2 0 0 0),,$0.00,,"$4,500","$4,500","$4,500","1,433",$3.14,1964,4,"Inside,Laundry Closet Stacked,Stackable W/D Hookup",,1-Year,,818.404.0779,"753,237"
PV25139562MR,Single Family,6811,6811   Myrtle AVE ,LONG BEACH,90805,3,2.00 (2 0 0 0),,$250.00,,"$4,500","$4,500","$4,500","1,313",$3.43,1956,6,"Dryer,Dryer Included,Gas Dryer Hookup,Inside,Washer,Washer Included",Yes,1-Year,Unfurnished,310-245-7894,"6,351"
SR25133160MR,Single Family,1075,1075  N Huntington ST ,SAN FERNANDO,91340,3,2.00 (2 0 0 0),,$200.00,,"$4,500","$4,500","$4,500","1,266",$3.55,1941,2,Gas Dryer Hookup,,1-Year,Unfurnished,818-298-1576,"8,723"
SB25137951MR,Apartment,423,423   19th ST ,MANHATTAN BEACH,90266,1,2.00 (1 0 1 0),,$0.00,,"$4,500","$4,500","$4,500",800,$5.63,2004,2,"Dryer,Dryer Included,Inside,Room,Washer,Washer Included",No,1-Year,Furnished,310-890-3698,"2,691"
SR25139077MR,Single Family,4526,4526   San Feliciano DR ,WOODLAND HILLS,91364,3,2.00 (2 0 0 0),,$0.00,,"$4,500","$4,500","$4,500","2,096",$2.15,1962,4,"Dryer,Dryer Included,Inside,Room,Washer,Washer Included",,"1+Year,1-Year",Furnished,818-879-3625,"9,020"
SR25139494MR,Single Family,7661,7661   Penfield AVE ,WINNETKA,91306,3,2.00 (2 0 0 0),,$0.00,,"$4,500","$4,500","$4,500","1,341",$3.36,1954,0,"Laundry Closet Stacked,Stackable W/D Hookup",No,1-Year,Unfurnished,,"7,505"
WS25121633MR,Single Family,4910,4910   Newcastle AVE ,ENCINO,91316,3,2.00 (2 0 0 0),,$0.00,,"$4,500","$4,500","$4,500","1,380",$3.26,1948,1,"Inside,Room",No,1-Year,Unfurnished,626-636-5208,"6,031"
WS25140631MR,Single Family,230,230   Gerona AVE ,SAN GABRIEL,91775,4,2.00 (2 0 0 0),,"$1,000.00",,"$4,500","$4,500","$4,500","1,400",$3.21,1924,1,Inside,,"1+Year,1-Year",Furnished,626-940-6488,"6,193"
,,,,,,,,,,,,,,,,,,,,,,,
"Feeling Generous and appreciative?  Donations accepted via:								
Venmo: @Tanner-Beyer3								
Cashapp: $TannerBeyer								
Zelle : 323-875-9044								
								
“Sq Footage Abbreviations”								
A -- Appraiser or Assessor								
B -- Builder								
E -- Estimated								
O -- Owner (or OTH which is ""other"" just means some undefined document that claims the sq footage)								
P - Public Record								
S -- Seller								
OLP - Original list price   - LP List Price to determine if there is any price gouging.								
Sub Type								
A -- Attached								
D -- Detached								
								
“Beds/Baths”								
2 (beds) / 1 (total baths),1 (full baths) ,0 (half bath), 0 (three quarter bath)								
								
								
Information provided is shown as entered by listing agents or brokers in the MLS and therefore is deemed accurate at the time report is generated.								",,,,,,,,,,,,,,,,,,,,,,,
